gene_num,start,end,gene,locus_tag,old_locus_tag,n_distinct_mutations,description,sig
1281,1399336,1400532,tuf,SP_RS07325,SP_1489,0,NA,FALSE
1284,1403113,1404219,SP_1493,SP_RS07350,SP_1493,0,NA,FALSE
1285,1404330,1404584,SP_1494,SP_RS07355,SP_1494,0,NA,FALSE
1286,1404942,1405388,SP_1496,SP_RS12260,SP_1496,0,NA,FALSE
1287,1406020,1407738,SP_1498,SP_RS07375,SP_1498,0,NA,FALSE
1288,1407849,1408196,SP_1499,SP_RS07380,SP_1499,0,NA,FALSE
1289,1408475,1409311,SP_1500,SP_RS07385,SP_1500,0,NA,FALSE
1290,1409324,1409953,SP_1501,SP_RS07390,SP_1501,0,NA,FALSE
1291,1409963,1410604,SP_1502,SP_RS07395,SP_1502,0,NA,FALSE
1292,1410910,1412256,SP_1503,SP_RS07400,SP_1503,0,NA,FALSE
1293,1412458,1413687,SP_1504,SP_RS07405,SP_1504,0,NA,FALSE
1294,1413677,1414843,SP_1505,SP_RS07410,SP_1505,0,NA,FALSE
1295,1414987,1416000,SP_1506,SP_RS07415,SP_1506,0,NA,FALSE
1296,1416045,1416464,SP_1507,SP_RS07420,SP_1507,0,NA,FALSE
1298,1417967,1418845,SP_1509,SP_RS07430,SP_1509,0,NA,FALSE
1299,1418861,1420366,atpA,SP_RS07435,SP_1510,0,NA,FALSE
1300,1420381,1420917,SP_1511,SP_RS07440,SP_1511,0,NA,FALSE
1301,1420917,1421411,atpF,SP_RS07445,SP_1512,0,NA,FALSE
1302,1421425,1422141,atpB,SP_RS07450,SP_1513,0,NA,FALSE
1303,1422176,1422376,SP_1514,SP_RS07455,SP_1514,0,NA,FALSE
1304,1423902,1424300,SP_1516,SP_RS07465,SP_1516,0,NA,FALSE
1305,1424808,1425290,greA,SP_RS07470,SP_1517,0,NA,FALSE
1306,1425361,1427016,mltG,SP_RS07475,SP_1518,0,NA,FALSE
1307,1427097,1427591,SP_1519,SP_RS07480,SP_1519,0,NA,FALSE
1308,1427588,1428052,SP_1520,SP_RS07485,SP_1520,0,NA,FALSE
1309,1428062,1429396,SP_1521,SP_RS07490,SP_1521,0,NA,FALSE
1310,1429407,1430024,SP_1522,SP_RS07495,SP_1522,0,NA,FALSE
1313,1434437,1435531,SP_1525,SP_RS07510,SP_1525,0,NA,FALSE
1314,1435689,1436810,SP_1526,SP_RS12290,SP_1526,0,NA,FALSE
1315,1436819,1437364,SP_RS07520,SP_RS07520,SP_RS07520,0,NA,FALSE
1316,1437536,1439494,SP_1527,SP_RS07525,SP_1527,0,NA,FALSE
1317,1439697,1441319,SP_1529,SP_RS07530,SP_1529,0,NA,FALSE
1319,1442913,1443110,SP_1531,SP_RS07540,SP_1531,0,NA,FALSE
1320,1443844,1444356,SP_1533,SP_RS07550,SP_1533,0,NA,FALSE
1321,1444442,1445377,SP_1534,SP_RS07555,SP_1534,0,NA,FALSE
1322,1445448,1445747,SP_1535,SP_RS07560,SP_1535,0,NA,FALSE
1323,1445737,1446486,SP_1536,SP_RS07565,SP_1536,0,NA,FALSE
1324,1446540,1446899,SP_1537,SP_RS07570,SP_1537,0,NA,FALSE
1325,1446901,1448301,SP_1538,SP_RS07575,SP_1538,0,NA,FALSE
1326,1448596,1448835,SP_1539,SP_RS07580,SP_1539,0,NA,FALSE
1327,1448867,1449337,ssbA,SP_RS07585,SP_1540,0,NA,FALSE
1328,1449349,1449639,SP_1541,SP_RS07590,SP_1541,0,NA,FALSE
1329,1449792,1451138,asnS,SP_RS07595,SP_1542,0,NA,FALSE
1330,1451154,1451444,SP_1543,SP_RS07600,SP_1543,0,NA,FALSE
1331,1451512,1452699,SP_1544,SP_RS07605,SP_1544,0,NA,FALSE
1332,1452696,1453184,SP_1545,SP_RS07610,SP_1545,0,NA,FALSE
1333,1453505,1454053,SP_1546,SP_RS07620,SP_1546,0,NA,FALSE
1335,1455137,1455301,SP_RS07630,SP_RS07630,SP_RS07630,0,NA,FALSE
1336,1455368,1456963,SP_1548,SP_RS07635,SP_1548,0,NA,FALSE
1337,1456975,1457385,SP_1549,SP_RS07640,SP_1549,0,NA,FALSE
1338,1457501,1458292,yghU,SP_RS07645,SP_1550,0,NA,FALSE
1339,1458305,1461001,SP_1551,SP_RS07650,SP_1551,0,NA,FALSE
1340,1461305,1462489,mntE,SP_RS07655,SP_1552,0,NA,FALSE
1341,1462632,1464503,SP_1553,SP_RS07660,SP_1553,0,NA,FALSE
1342,1464500,1465684,SP_1554,SP_RS07665,SP_1554,0,NA,FALSE
1343,1465696,1466463,SP_1555,SP_RS07670,SP_1555,0,NA,FALSE
1344,1466740,1467588,SP_1557,SP_RS07675,SP_1557,0,NA,FALSE
1345,1467590,1467964,SP_1558,SP_RS07680,SP_1558,0,NA,FALSE
1346,1468038,1469390,SP_1559,SP_RS07685,SP_1559,0,NA,FALSE
1347,1469414,1470193,SP_1560,SP_RS07690,SP_1560,0,NA,FALSE
1348,1470180,1471037,cdaA,SP_RS07695,SP_1561,0,NA,FALSE
1349,1471173,1472138,SP_1563,SP_RS07705,SP_1563,0,NA,FALSE
1350,1472172,1473083,whiA,SP_RS07710,SP_1564,0,NA,FALSE
1351,1473080,1474057,SP_1565,SP_RS07715,SP_1565,0,NA,FALSE
1352,1474054,1474944,rapZ,SP_RS07720,SP_1566,0,NA,FALSE
1353,1474996,1475376,SP_1567,SP_RS07725,SP_1567,0,NA,FALSE
1354,1475387,1475974,SP_1568,SP_RS07730,SP_1568,0,NA,FALSE
1356,1477417,1477923,SP_1571,SP_RS07745,SP_1571,0,NA,FALSE
1357,1478053,1478571,SP_1572,SP_RS07750,SP_1572,0,NA,FALSE
1358,1480609,1481367,SP_1574,SP_RS07760,SP_1574,0,NA,FALSE
1359,1481465,1482142,SP_1575,SP_RS07765,SP_1575,0,NA,FALSE
1360,1482151,1483095,SP_1576,SP_RS07770,SP_1576,0,NA,FALSE
1361,1483277,1483789,SP_1577,SP_RS07775,SP_1577,0,NA,FALSE
1362,1483876,1484634,SP_1578,SP_RS07780,SP_1578,0,NA,FALSE
1363,1484842,1484988,SP_RS13055,SP_RS13055,SP_RS13055,0,NA,FALSE
1364,1485135,1486265,ugpC,SP_RS07790,SP_1580,0,NA,FALSE
1365,1486593,1487849,SP_1582,SP_RS07795,SP_1582,0,NA,FALSE
1366,1487972,1488057,SP_2251,SP_RS07800,SP_2251,0,NA,FALSE
1369,1489766,1491340,SP_1586,SP_RS07815,SP_1586,0,NA,FALSE
1370,1491539,1492765,SP_1587,SP_RS07820,SP_1587,0,NA,FALSE
1371,1492958,1494274,SP_1588,SP_RS07825,SP_1588,0,NA,FALSE
1373,1495716,1496498,SP_1590,SP_RS07835,SP_1590,0,NA,FALSE
1375,1497699,1497902,SP_1592,SP_RS12300,SP_1592,0,NA,FALSE
1376,1499265,1500611,SP_1595,SP_RS07860,SP_1595,0,NA,FALSE
1377,1501234,1501695,SP_1597,SP_RS07870,SP_1597,0,NA,FALSE
1378,1501673,1502446,SP_1598,SP_RS07875,SP_1598,0,NA,FALSE
1380,1503503,1504654,SP_1600,SP_RS07890,SP_1600,0,NA,FALSE
1381,1504894,1505523,SP_1601,SP_RS07895,SP_1601,0,NA,FALSE
1382,1505526,1505864,SP_1602,SP_RS07900,SP_1602,0,NA,FALSE
1383,1505995,1506666,SP_1603,SP_RS07905,SP_1603,0,NA,FALSE
1384,1506675,1507151,SP_1604,SP_RS07910,SP_1604,0,NA,FALSE
1385,1507203,1507409,SP_1605,SP_RS12320,SP_1605,0,NA,FALSE
1386,1507460,1508425,SP_1606,SP_RS07920,SP_1606,0,NA,FALSE
1387,1508427,1509446,galE,SP_RS07925,SP_1607,0,NA,FALSE
1388,1509747,1510850,SP_1608,SP_RS07930,SP_1608,0,NA,FALSE
1389,1510867,1511664,SP_1609,SP_RS07935,SP_1609,0,NA,FALSE
1390,1511651,1512328,SP_1610,SP_RS07940,SP_1610,0,NA,FALSE
1391,1513339,1513869,SP_RS13175,SP_RS13175,SP_RS13175,0,NA,FALSE
1392,1515589,1517556,tkt,SP_RS07965,SP_1615,0,NA,FALSE
1393,1517593,1518288,SP_1616,SP_RS07970,SP_1616,0,NA,FALSE
1394,1518299,1519384,SP_1617,SP_RS07975,SP_1617,0,NA,FALSE
1395,1519410,1519721,SP_1618,SP_RS07980,SP_1618,0,NA,FALSE
1396,1519749,1520198,SP_1619,SP_RS07985,SP_1619,0,NA,FALSE
1397,1520176,1520604,SP_1620,SP_RS07990,SP_1620,0,NA,FALSE
1398,1520597,1522060,SP_1621,SP_RS07995,SP_1621,0,NA,FALSE
1399,1522724,1523197,tnpA,SP_RS08000,SP_1622,0,NA,FALSE
1400,1523328,1525664,SP_1623,SP_RS08005,SP_1623,0,NA,FALSE
1401,1525797,1526546,SP_1624,SP_RS08010,SP_1624,0,NA,FALSE
1402,1526838,1527452,SP_1625,SP_RS08015,SP_1625,0,NA,FALSE
1403,1528268,1528537,rpsO,SP_RS08020,SP_1626,0,NA,FALSE
1404,1528678,1529307,SP_1627,SP_RS08025,SP_1627,0,NA,FALSE
1405,1530175,1530498,SP_1630,SP_RS08035,SP_1630,0,NA,FALSE
1406,1530556,1532499,thrS,SP_RS08040,SP_1631,0,NA,FALSE
1407,1532548,1533522,SP_1632,SP_RS08045,SP_1632,0,NA,FALSE
1408,1533515,1534192,SP_1633,SP_RS08050,SP_1633,0,NA,FALSE
1409,1534348,1535421,SP_1634,SP_RS08055,SP_1634,0,NA,FALSE
1410,1535512,1535814,SP_1635,SP_RS08060,SP_1635,0,NA,FALSE
1411,1535882,1536319,SP_1636,SP_RS08065,SP_1636,0,NA,FALSE
1412,1536395,1537237,SP_1637,SP_RS08070,SP_1637,0,NA,FALSE
1413,1537349,1537999,SP_1638,SP_RS08075,SP_1638,0,NA,FALSE
1414,1538071,1539345,SP_1639,SP_RS08080,SP_1639,0,NA,FALSE
1415,1539616,1540263,SP_1640,SP_RS08090,SP_1640,0,NA,FALSE
1416,1540394,1540807,SP_1641,SP_RS08095,SP_1641,0,NA,FALSE
1417,1540826,1541011,SP_1642,SP_RS08100,SP_1642,0,NA,FALSE
1418,1541278,1541721,dtd,SP_RS08105,SP_1644,0,NA,FALSE
1420,1544932,1545561,SP_1646,SP_RS08125,SP_1646,0,NA,FALSE
1421,1545684,1547576,pepO,SP_RS08130,SP_1647,0,NA,FALSE
1422,1547867,1548589,SP_1648,SP_RS08135,SP_1648,0,NA,FALSE
1423,1548586,1549434,SP_1649,SP_RS08140,SP_1649,0,NA,FALSE
1424,1549466,1550395,psaA,SP_RS08145,SP_1650,0,NA,FALSE
1425,1550518,1551009,tpx,SP_RS08150,SP_1651,0,NA,FALSE
1426,1551105,1553813,SP_1652,SP_RS08155,SP_1652,0,NA,FALSE
1427,1553815,1554516,SP_1653,SP_RS08160,SP_1653,0,NA,FALSE
1428,1554766,1557177,SP_1654,SP_RS08165,SP_1654,0,NA,FALSE
1429,1557230,1557922,SP_1655,SP_RS08170,SP_1655,0,NA,FALSE
1430,1557973,1558161,SP_1656,SP_RS08175,SP_1656,0,NA,FALSE
1431,1559245,1562037,SP_1659,SP_RS08190,SP_1659,0,NA,FALSE
1432,1562385,1563173,divIVA,SP_RS08205,SP_1661,0,NA,FALSE
1433,1563182,1563967,SP_1662,SP_RS08210,SP_1662,0,NA,FALSE
1434,1563964,1564227,SP_1663,SP_RS08215,SP_1663,0,NA,FALSE
1435,1564227,1564766,SP_1664,SP_RS08220,SP_1664,0,NA,FALSE
1436,1564776,1565447,SP_1665,SP_RS08225,SP_1665,0,NA,FALSE
1438,1566728,1568101,ftsA,SP_RS08235,SP_1667,0,NA,FALSE
1439,1568320,1569024,SP_1668,SP_RS08240,SP_1668,0,NA,FALSE
1440,1569115,1569726,SP_1669,SP_RS08245,SP_1669,0,NA,FALSE
1441,1569713,1571086,SP_1670,SP_RS08250,SP_1670,0,NA,FALSE
1442,1571170,1572213,SP_1671,SP_RS08255,SP_1671,0,NA,FALSE
1443,1572389,1572985,recR,SP_RS08260,SP_1672,0,NA,FALSE
1444,1572996,1575053,pbp2b,SP_RS08265,SP_1673,0,NA,FALSE
1445,1575253,1576104,SP_1674,SP_RS08270,SP_1674,0,NA,FALSE
1446,1576120,1577004,SP_1675,SP_RS08275,SP_1675,0,NA,FALSE
1447,1577022,1577939,SP_1676,SP_RS08280,SP_1676,0,NA,FALSE
1448,1578108,1578752,SP_1677,SP_RS08285,SP_1677,0,NA,FALSE
1449,1579029,1579373,SP_1679,SP_RS08295,SP_1679,0,NA,FALSE
1450,1579470,1579922,SP_1680,SP_RS08300,SP_1680,0,NA,FALSE
1452,1581049,1581915,SP_1682,SP_RS08310,SP_1682,0,NA,FALSE
1454,1583620,1585137,SP_1684,SP_RS08320,SP_1684,0,NA,FALSE
1455,1585156,1585854,SP_1685,SP_RS08325,SP_1685,0,NA,FALSE
1456,1586028,1587131,SP_1686,SP_RS08330,SP_1686,0,NA,FALSE
1457,1587143,1589236,nanB,SP_RS08335,SP_1687,0,NA,FALSE
1458,1589254,1590087,SP_1688,SP_RS08340,SP_1688,0,NA,FALSE
1459,1590087,1590971,SP_1689,SP_RS08345,SP_1689,0,NA,FALSE
1461,1592406,1592858,SP_1691,SP_RS08355,SP_1691,0,NA,FALSE
1462,1593972,1595228,SP_1692,SP_RS08360,SP_1692,0,NA,FALSE
1463,1598470,1598697,SP_1694,SP_RS08370,SP_1694,0,NA,FALSE
1465,1600776,1600925,SP_RS08385,SP_RS08385,SP_RS08385,0,NA,FALSE
1466,1600953,1602968,recG,SP_RS08390,SP_1697,0,NA,FALSE
1467,1602987,1604090,SP_1698,SP_RS08395,SP_1698,0,NA,FALSE
1468,1604080,1604448,SP_1699,SP_RS08400,SP_1699,0,NA,FALSE
1469,1604487,1605518,SP_1700,SP_RS08405,SP_1700,0,NA,FALSE
1471,1606632,1609145,secA,SP_RS08415,SP_1702,0,NA,FALSE
1472,1609291,1609578,SP_1703,SP_RS08420,SP_1703,0,NA,FALSE
1473,1609606,1610238,SP_1704,SP_RS08425,SP_1704,0,NA,FALSE
1474,1610242,1610883,SP_1705,SP_RS08430,SP_1705,0,NA,FALSE
1475,1610876,1611667,SP_1706,SP_RS08435,SP_1706,0,NA,FALSE
1476,1611852,1612187,SP_1707,SP_RS08440,SP_1707,0,NA,FALSE
1477,1612327,1612662,SP_1708,SP_RS08445,SP_1708,0,NA,FALSE
1478,1612751,1614061,der,SP_RS08450,SP_1709,0,NA,FALSE
1479,1614075,1614788,SP_1710,SP_RS08455,SP_1710,0,NA,FALSE
1480,1614785,1615681,dnaI,SP_RS08460,SP_1711,0,NA,FALSE
1481,1615682,1616851,SP_1712,SP_RS08465,SP_1712,0,NA,FALSE
1482,1616852,1617325,nrdR,SP_RS08470,SP_1713,0,NA,FALSE
1483,1617465,1617830,SP_1714,SP_RS08475,SP_1714,0,NA,FALSE
1484,1618546,1619313,SP_RS08485,SP_RS08485,SP_RS08485,0,NA,FALSE
1485,1619725,1620924,SP_1716,SP_RS08490,SP_1716,0,NA,FALSE
1486,1620921,1621814,SP_1717,SP_RS08495,SP_1717,0,NA,FALSE
1487,1623130,1623747,SP_1720,SP_RS08510,SP_1720,0,NA,FALSE
1488,1624067,1624954,SP_1721,SP_RS08515,SP_1721,0,NA,FALSE
1489,1625103,1626986,SP_1722,SP_RS08520,SP_1722,0,NA,FALSE
1490,1627362,1628816,SP_1724,SP_RS08530,SP_1724,0,NA,FALSE
1491,1628797,1629762,SP_1725,SP_RS08535,SP_1725,0,NA,FALSE
1492,1629797,1631071,SP_1726,SP_RS08540,SP_1726,0,NA,FALSE
1493,1631071,1632243,SP_1727,SP_RS08545,SP_1727,0,NA,FALSE
1494,1632374,1632622,SP_1728,SP_RS08550,SP_1728,0,NA,FALSE
1495,1633375,1633824,SP_1730,SP_RS08560,SP_1730,0,NA,FALSE
1496,1633826,1634584,SP_1731,SP_RS08565,SP_1731,0,NA,FALSE
1498,1636675,1637415,SP_1733,SP_RS08575,SP_1733,0,NA,FALSE
1499,1637430,1638743,rsmB,SP_RS08580,SP_1734,0,NA,FALSE
1500,1638736,1639671,fmt,SP_RS08585,SP_1735,0,NA,FALSE
1501,1639684,1642080,SP_1736,SP_RS08590,SP_1736,0,NA,FALSE
1502,1642146,1642460,SP_1737,SP_RS08595,SP_1737,0,NA,FALSE
1503,1642485,1643111,gmk,SP_RS08600,SP_1738,0,NA,FALSE
1505,1645045,1645299,SP_1740,SP_RS08610,SP_1740,0,NA,FALSE
1506,1645303,1645557,SP_1741,SP_RS08615,SP_1741,0,NA,FALSE
1507,1645795,1646892,SP_1742,SP_RS08620,SP_1742,0,NA,FALSE
1508,1646902,1647648,SP_1743,SP_RS08625,SP_1743,0,NA,FALSE
1509,1647751,1648104,rsfS,SP_RS08630,SP_1744,0,NA,FALSE
1510,1648117,1648617,SP_1745,SP_RS08635,SP_1745,0,NA,FALSE
1511,1648618,1649211,yqeK,SP_RS08640,SP_1746,0,NA,FALSE
1512,1649211,1649840,SP_1747,SP_RS08645,SP_1747,0,NA,FALSE
1513,1649892,1650203,yhbY,SP_RS08650,SP_1748,0,NA,FALSE
1514,1650417,1651523,yqeH,SP_RS08655,SP_1749,0,NA,FALSE
1515,1651526,1652116,SP_1750,SP_RS08660,SP_1750,0,NA,FALSE
1517,1653033,1653593,SP_1752,SP_RS08670,SP_1752,0,NA,FALSE
1518,1655009,1655962,SP_1754,SP_RS08680,SP_1754,0,NA,FALSE
1519,1656378,1656602,SP_1755,SP_RS08690,SP_1755,0,NA,FALSE
1520,1656607,1656786,asp4,SP_RS08695,SP_1756,0,NA,FALSE
1521,1656788,1658125,gtfB,SP_RS08700,SP_1757,0,NA,FALSE
1522,1658118,1659629,gtfA,SP_RS08705,SP_1758,0,NA,FALSE
1523,1659641,1662013,secA2,SP_RS08710,SP_1759,0,NA,FALSE
1524,1662006,1662446,asp3,SP_RS08715,SP_1760,0,NA,FALSE
1525,1662443,1663978,asp2,SP_RS08720,SP_1761,0,NA,FALSE
1526,1663962,1665542,asp1,SP_RS08725,SP_1762,0,NA,FALSE
1527,1665552,1666769,secY2,SP_RS08730,SP_1763,0,NA,FALSE
1528,1666826,1667731,SP_1764,SP_RS08735,SP_1764,0,NA,FALSE
1529,1667731,1668927,SP_1765,SP_RS08740,SP_1765,0,NA,FALSE
1530,1668936,1670156,SP_1766,SP_RS08745,SP_1766,0,NA,FALSE
1531,1670187,1672631,SP_1767,SP_RS08750,SP_1767,0,NA,FALSE
1532,1672641,1673651,SP_1768,SP_RS08755,SP_1768,0,NA,FALSE
1533,1673680,1674270,SP_1769,SP_RS08760,SP_1769,0,NA,FALSE
1535,1674561,1675775,SP_1770,SP_RS08770,SP_1770,0,NA,FALSE
1536,1676082,1678166,SP_1771,SP_RS08775,SP_1771,0,NA,FALSE
1537,1678227,1692710,SP_1772,SP_RS12370,SP_1772,0,NA,FALSE
1538,1692958,1693419,SP_1773,SP_RS08790,SP_1773,0,NA,FALSE
1539,1693386,1693487,SP_RS12375,SP_RS12375,SP_RS12375,0,NA,FALSE
1540,1693796,1694176,SP_1774,SP_RS08795,SP_1774,0,NA,FALSE
1541,1694275,1694496,SP_1775,SP_RS08800,SP_1775,0,NA,FALSE
1543,1696189,1696857,SP_1778,SP_RS08820,SP_1778,0,NA,FALSE
1544,1696968,1697522,SP_1779,SP_RS08825,SP_1779,0,NA,FALSE
1545,1697590,1697736,SP_RS12895,SP_RS12895,SP_RS12895,0,NA,FALSE
1547,1699575,1700318,SP_1781,SP_RS08840,SP_1781,0,NA,FALSE
1548,1700320,1701270,SP_1782,SP_RS08845,SP_1782,0,NA,FALSE
1549,1701406,1701834,SP_1783,SP_RS08850,SP_1783,0,NA,FALSE
1550,1701815,1702903,SP_1784,SP_RS08855,SP_1784,0,NA,FALSE
1551,1702922,1703392,SP_1785,SP_RS08860,SP_1785,0,NA,FALSE
1552,1703683,1704135,SP_1786,SP_RS08865,SP_1786,0,NA,FALSE
1553,1704172,1704351,SP_1787,SP_RS08870,SP_1787,0,NA,FALSE
1554,1704488,1704667,SP_RS08875,SP_RS08875,SP_RS08875,0,NA,FALSE
1555,1704832,1705047,SP_1789,SP_RS08880,SP_1789,0,NA,FALSE
1556,1705345,1706616,SP_1790,SP_RS08885,SP_1790,0,NA,FALSE
1557,1706881,1706953,SP_2252,SP_RS08890,SP_2252,0,NA,FALSE
1558,1707036,1707152,SP_1791,SP_RS13185,SP_1791,0,NA,FALSE
1559,1707173,1708429,SP_1792,SP_RS08895,SP_1792,0,NA,FALSE
1560,1708735,1709310,SP_1793,SP_RS08900,SP_1793,0,NA,FALSE
1561,1709561,1709974,SP_1794,SP_RS08905,SP_1794,0,NA,FALSE
1562,1710372,1711691,SP_1795,SP_RS08910,SP_1795,0,NA,FALSE
1563,1711701,1713317,SP_1796,SP_RS08915,SP_1796,0,NA,FALSE
1564,1713346,1714236,SP_1797,SP_RS08920,SP_1797,0,NA,FALSE
1565,1714247,1715164,SP_1798,SP_RS08925,SP_1798,0,NA,FALSE
1566,1715315,1716316,SP_1799,SP_RS08930,SP_1799,0,NA,FALSE
1568,1718602,1718766,SP_1801,SP_RS08940,SP_1801,0,NA,FALSE
1569,1718850,1719416,amaP,SP_RS08945,SP_1802,0,NA,FALSE
1570,1719428,1719598,SP_1803,SP_RS08950,SP_1803,0,NA,FALSE
1571,1719637,1720245,SP_1804,SP_RS08955,SP_1804,0,NA,FALSE
1572,1720276,1720479,SP_1805,SP_RS08960,SP_1805,0,NA,FALSE
1573,1721006,1721452,SP_1807,SP_RS08970,SP_1807,0,NA,FALSE
1574,1721522,1722181,SP_1808,SP_RS08975,SP_1808,0,NA,FALSE
1575,1722233,1723384,SP_1809,SP_RS08980,SP_1809,0,NA,FALSE
1576,1723399,1724130,SP_1810,SP_RS08985,SP_1810,0,NA,FALSE
1577,1724432,1725208,trpA,SP_RS08990,SP_1811,0,NA,FALSE
1578,1725201,1726424,trpB,SP_RS08995,SP_1812,0,NA,FALSE
1580,1726988,1727755,trpC,SP_RS09005,SP_1814,0,NA,FALSE
1581,1727752,1728756,trpD,SP_RS09010,SP_1815,0,NA,FALSE
1582,1728767,1729333,SP_1816,SP_RS09015,SP_1816,0,NA,FALSE
1583,1729330,1730691,trpE,SP_RS09020,SP_1817,0,NA,FALSE
1584,1731967,1732968,SP_1821,SP_RS09035,SP_1821,0,NA,FALSE
1585,1733076,1733444,SP_1822,SP_RS09040,SP_1822,0,NA,FALSE
1587,1734253,1735944,SP_1824,SP_RS09050,SP_1824,0,NA,FALSE
1590,1738161,1738820,SP_1827,SP_RS09065,SP_1827,0,NA,FALSE
1591,1739000,1740010,galE,SP_RS09070,SP_1828,0,NA,FALSE
1593,1741511,1742152,SP_1830,SP_RS09080,SP_1830,0,NA,FALSE
1594,1742210,1742422,SP_RS12905,SP_RS12905,SP_RS12905,0,NA,FALSE
1595,1742753,1743049,SP_1832,SP_RS09090,SP_1832,0,NA,FALSE
1596,1743033,1745192,pfbA,SP_RS09095,SP_1833,0,NA,FALSE
1597,1745472,1745702,SP_1834,SP_RS09100,SP_1834,0,NA,FALSE
1598,1746322,1747548,SP_1837,SP_RS09110,SP_1837,0,NA,FALSE
1599,1747591,1748283,SP_1838,SP_RS09115,SP_1838,0,NA,FALSE
1600,1748456,1750207,SP_1839,SP_RS09120,SP_1839,0,NA,FALSE
1601,1750197,1751942,SP_1840,SP_RS09125,SP_1840,0,NA,FALSE
1602,1752148,1752525,SP_1841,SP_RS09135,SP_1841,0,NA,FALSE
1603,1753187,1754014,xth,SP_RS09150,SP_1845,0,NA,FALSE
1604,1754026,1754169,SP_RS09155,SP_RS09155,SP_RS09155,0,NA,FALSE
1605,1754280,1754408,SP_RS09160,SP_RS09160,SP_RS09160,0,NA,FALSE
1606,1755277,1755858,SP_1847,SP_RS09165,SP_1847,0,NA,FALSE
1607,1755858,1757120,SP_1848,SP_RS09170,SP_1848,0,NA,FALSE
1608,1757170,1757631,SP_1849,SP_RS09175,SP_1849,0,NA,FALSE
1609,1757628,1758392,SP_1850,SP_RS09180,SP_1850,0,NA,FALSE
1610,1758573,1758977,SP_1851,SP_RS09185,SP_1851,0,NA,FALSE
1611,1759048,1760529,SP_1852,SP_RS09190,SP_1852,0,NA,FALSE
1612,1760548,1761726,SP_1853,SP_RS09195,SP_1853,0,NA,FALSE
1613,1761891,1762898,galR,SP_RS09200,SP_1854,0,NA,FALSE
1614,1762944,1763981,SP_1855,SP_RS09205,SP_1855,0,NA,FALSE
1615,1763982,1764335,SP_1856,SP_RS09210,SP_1856,0,NA,FALSE
1616,1764579,1765469,SP_1857,SP_RS09215,SP_1857,0,NA,FALSE
1617,1765602,1766138,SP_1858,SP_RS09220,SP_1858,0,NA,FALSE
1618,1766305,1767111,SP_1859,SP_RS09225,SP_1859,0,NA,FALSE
1619,1767456,1768976,SP_1860,SP_RS09230,SP_1860,0,NA,FALSE
1620,1768969,1769697,SP_1861,SP_RS09235,SP_1861,0,NA,FALSE
1621,1769712,1770476,SP_1862,SP_RS09240,SP_1862,0,NA,FALSE
1622,1770480,1770923,SP_1863,SP_RS09245,SP_1863,0,NA,FALSE
1623,1771605,1771901,SP_1864,SP_RS09250,SP_1864,0,NA,FALSE
1625,1773388,1774089,galE,SP_RS09260,SP_1867,0,NA,FALSE
1628,1776414,1777166,SP_1871,SP_RS09280,SP_1871,0,NA,FALSE
1629,1777262,1778227,SP_1872,SP_RS09285,SP_1872,0,NA,FALSE
1630,1778452,1778694,yidD,SP_RS09290,SP_1873,0,NA,FALSE
1631,1778694,1779416,SP_1874,SP_RS09295,SP_1874,0,NA,FALSE
1632,1779403,1779972,SP_1875,SP_RS09300,SP_1875,0,NA,FALSE
1633,1779991,1780719,SP_1876,SP_RS09305,SP_1876,0,NA,FALSE
1635,1781450,1781911,SP_1878,SP_RS09315,SP_1878,0,NA,FALSE
1636,1781908,1782429,SP_1879,SP_RS09320,SP_1879,0,NA,FALSE
1637,1782405,1783376,SP_RS09325,SP_RS09325,SP_RS09325,0,NA,FALSE
1638,1783373,1784167,racE,SP_RS09330,SP_1881,0,NA,FALSE
1639,1784375,1784623,SP_1882,SP_RS09335,SP_1882,0,NA,FALSE
1640,1784879,1786504,treC,SP_RS09345,SP_1883,0,NA,FALSE
1641,1786682,1788649,treP,SP_RS09350,SP_1884,0,NA,FALSE
1643,1791100,1792026,SP_1887,SP_RS09375,SP_1887,0,NA,FALSE
1644,1792037,1793104,SP_1888,SP_RS09380,SP_1888,0,NA,FALSE
1645,1793113,1794039,SP_1889,SP_RS09385,SP_1889,0,NA,FALSE
1646,1794039,1795535,SP_1890,SP_RS09390,SP_1890,0,NA,FALSE
1647,1795602,1797581,SP_1891,SP_RS09395,SP_1891,0,NA,FALSE
1649,1799597,1801039,gtfA,SP_RS09405,SP_1894,0,NA,FALSE
1650,1801397,1802230,SP_1895,SP_RS09415,SP_1895,0,NA,FALSE
1651,1802244,1803110,SP_1896,SP_RS09420,SP_1896,0,NA,FALSE
1652,1803124,1804383,SP_1897,SP_RS09425,SP_1897,0,NA,FALSE
1653,1804475,1806637,SP_1898,SP_RS09430,SP_1898,0,NA,FALSE
1655,1807602,1808537,SP_1900,SP_RS09440,SP_1900,0,NA,FALSE
1656,1808663,1808750,SP_2253,SP_RS09445,SP_2253,0,NA,FALSE
1657,1808757,1808830,SP_2254,SP_RS09450,SP_2254,0,NA,FALSE
1658,1808866,1808936,SP_2255,SP_RS09455,SP_2255,0,NA,FALSE
1659,1808956,1809028,SP_2256,SP_RS09460,SP_2256,0,NA,FALSE
1660,1809032,1809105,SP_2257,SP_RS09465,SP_2257,0,NA,FALSE
1661,1809119,1809208,SP_2258,SP_RS09470,SP_2258,0,NA,FALSE
